masterid,sampledate,Alkalinity_as_CaCO3,Oxygen_Dissolved,Salinity,SpecificConductivity,Temperature,Turbidity,pH,TN,TP,AFDM_g_m2,Chl-a_mg_m2,PCT_FAST,PCT_FN,PCT_HP,PCT_MAP,PCT_SAFN,XCMG,XFC_NAT_SWAMP,XSLOPE
304RIV,2017-03-23T07:00:00Z,NA,11.16,0.12,261.8,12.27,20,7.84,0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-04-27T07:00:00Z,NA,11.31,0.15,342.5,15,2.6,NA,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-05-25T07:00:00Z,NA,9.82,0.16,355.4,14.94,3.5,8.36,0.5,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-06-29T07:00:00Z,NA,NA,NA,NA,NA,1.5,NA,0.98,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-07-27T07:00:00Z,NA,10.01,0.17,375.8,18.42,0.73,8.6,0.64,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-08-24T07:00:00Z,NA,10.36,0.17,378.4,18.68,0.78,8.64,0.6,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-09-06T07:00:00Z,NA,9.78,0.19,398.4,21.25,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-09-28T07:00:00Z,NA,11.35,0.17,379.4,16.52,0.65,8.61,0.54,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-10-31T07:00:00Z,NA,11.99,0.17,380.5,13.93,0.88,8.64,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304RIV,2017-11-28T08:00:00Z,NA,11.24,0.17,386.5,11.64,1.4,8.47,0,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-01-19T08:00:00Z,NA,10.82,0.06,147.8,10.56,1.71,7.5,0.019,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-02-15T08:00:00Z,NA,10.96,0.07,164,11.07,0.64,7.46,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-03-16T08:00:00Z,NA,11.2,0.08,175.1,10.72,0.49,7.47,0,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-04-12T07:00:00Z,NA,11.22,0.07,156.3,10.78,1.2,7.31,0,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-05-10T07:00:00Z,NA,12.23,0.08,178.5,11.81,0.79,7.47,0,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-06-07T07:00:00Z,NA,11.02,0.09,192,12.97,0.32,7.46,0,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-07-12T07:00:00Z,NA,9.01,0.11,237.4,16.36,0.47,8.26,0.036,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-08-09T07:00:00Z,NA,9.58,0.12,254.8,15.04,1.5,7.69,0.072,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-09-06T07:00:00Z,NA,8.93,0.14,282.1,13.95,1.8,7.67,0.1,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-10-04T07:00:00Z,NA,9.76,0.14,295.4,13.28,0.1,7.7,0.052,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2005-11-01T08:00:00Z,NA,9.67,0.15,300.1,11.17,0.1,7.61,0.041,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2006-01-03T08:00:00Z,NA,11.48,0.03,NA,11.75,14.5,7.37,0.228,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2006-01-31T08:00:00Z,NA,11.42,0.06,133.3,9.93,0.1,7.22,0.165,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2006-03-07T08:00:00Z,NA,11.61,0.03,NA,10.5,5,7.35,0,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-01-20T08:00:00Z,NA,11.03,0.08,178.3,9.18,0,7.39,0.026,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-02-16T08:00:00Z,NA,11.64,0.07,158.2,9.41,13.6,7.31,0.126,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-03-31T07:00:00Z,NA,9.47,0.05,119.5,15.75,1.5,7.55,0.047,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-04-27T07:00:00Z,NA,10.75,0.09,205.2,11.15,0,7.63,0.13,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-05-25T07:00:00Z,NA,10.85,0.09,204.4,11.39,0.1,7.49,0,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-06-09T07:00:00Z,70,10.47,0.08,186,12,3.6,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-06-29T07:00:00Z,NA,9.97,0.08,175.5,12.96,0.7,7.41,0.033,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-07-27T07:00:00Z,NA,9.46,0.1,223.4,15.01,0.6,7.66,0.129,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-08-16T07:00:00Z,NA,9.42,0.12,261.2,15.16,0.4,7.53,0.0507,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-09-29T07:00:00Z,NA,9.1,0.14,288.1,14.57,0.9,7.56,0.079,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-10-26T07:00:00Z,NA,9.79,0.14,281.4,11.7,0.1,7.24,0.0653,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-11-16T08:00:00Z,NA,10.38,0.13,275.9,10.16,0,7.78,0.0681,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2011-12-13T08:00:00Z,NA,10.72,0.12,258,7.83,0,7.31,0.0043,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-01-19T08:00:00Z,NA,10.62,0.05,129.6,11.43,6.2,7.11,0.7,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-02-16T08:00:00Z,NA,10.44,0.07,153.7,12.97,7.9,7.11,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-03-16T07:00:00Z,NA,11.22,0.09,200.7,12.37,1,7.42,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-04-19T07:00:00Z,NA,11.35,0.07,168,11.4,1.6,7.21,0,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-05-18T07:00:00Z,NA,10.85,0.09,214.4,11.51,0.75,7.91,0,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-06-06T07:00:00Z,120,10.03,0.1,231.9,14.3,NA,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-06-22T07:00:00Z,NA,9.57,0.11,248.4,15.66,0.79,7.91,0.55,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-07-20T07:00:00Z,NA,9.74,0.12,262.8,15.67,0.67,7.95,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-08-17T07:00:00Z,NA,9.27,0.13,287.4,16,0.88,8.32,0,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-10-17T07:00:00Z,NA,8.41,0.14,315.2,12,0.65,7.09,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-11-21T08:00:00Z,NA,9.75,0.13,284.5,12.02,0.54,7.79,0,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCM,2017-12-19T08:00:00Z,NA,11.04,0.13,292,7.88,0.062,8,0,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-05-01T07:00:00Z,NA,9.88,0.1,215.9,13.95,0.1,7.06,0.06067413,0.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-06-05T07:00:00Z,NA,9.26,0.34,669.9,15.77,0.8,7.61,0.31820224,0.0528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-06-27T07:00:00Z,NA,7.89,0.16,333.7,17.37,0.1,7.52,0.3,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-07-06T07:00:00Z,NA,8.23,0.14,294.4,17.13,1.8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-07-24T07:00:00Z,NA,7.87,0.14,298.5,17.57,0.2,7.49,0.3,0.0561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-08-29T07:00:00Z,NA,7.32,0.17,354.7,17.09,9.4,7.62,0.3,0.0693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-09-17T07:00:00Z,NA,8.3,0.16,335.7,17.57,0.2,7.51,0.3,0.0693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-10-15T07:00:00Z,NA,8.65,0.23,464.7,15.5,0.1,7.46,0.724,0.23166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-11-12T08:00:00Z,NA,8.42,0.15,300.9,13.63,5.6,7.37,0.278,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2001-12-19T08:00:00Z,NA,10.71,0.1,213.6,8.94,8,7.28,0.5,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-01-21T08:00:00Z,NA,10.61,0.11,242.7,9.02,2.9,7.28,0.4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-02-25T08:00:00Z,NA,10.09,0.1,210.3,12.22,9.4,7.4,0.308,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-03-18T08:00:00Z,NA,12.4,0.07,164.2,10.9,2.2,7.57,0.232,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-04-15T07:00:00Z,NA,11.36,0.08,170,13.77,1.5,7.43,0.054,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-05-13T07:00:00Z,NA,10.68,0.11,231.6,15.32,0.6,7.62,0.041,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-06-17T07:00:00Z,NA,8.89,0.2,403.2,16.62,0.1,7.31,0.442,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-07-17T07:00:00Z,NA,9.21,0.13,262.4,16.44,0.1,7.46,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-08-14T07:00:00Z,NA,9.37,0.13,276.1,17.68,1,7.6,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-09-11T07:00:00Z,NA,8.88,1.67,3109,16.69,3.3,7.45,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-10-09T07:00:00Z,NA,9.42,0.18,358.7,16.37,2.1,7.61,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2002-12-11T08:00:00Z,NA,8.2,0.96,1810,12.15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2003-02-10T08:00:00Z,NA,11.58,0.26,521.4,10.03,5.9,7.48,0.285,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2003-03-11T08:00:00Z,NA,11.19,0.15,304.2,13.84,6.1,7.53,0.369,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-03-01T08:00:00Z,NA,10.18,0.09,206.1,12.06,11.1,7.5,0.454,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-03-29T08:00:00Z,NA,10.58,0.13,274.4,13.87,3.4,7.57,0,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-05-17T07:00:00Z,NA,11.04,0.18,355.2,16.03,2.8,7.84,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-06-21T07:00:00Z,NA,10.75,0.22,435.4,19.02,7,8.16,0.25,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-08-03T07:00:00Z,NA,8.89,0.18,362,18.64,1.7,7.97,0.2,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-08-16T07:00:00Z,NA,11.55,NA,NA,20.19,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-08-17T07:00:00Z,NA,9.97,NA,NA,19.63,NA,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-08-31T07:00:00Z,NA,8.7,1.96,3604,19.74,24.3,7.24,0.4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-11-02T08:00:00Z,NA,8.13,0.41,789.2,13.08,11.549999999999999,7.3,0.532,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2004-12-09T08:00:00Z,NA,9.41,0.14,332,12.1,5,7.13,0.45,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-01-19T08:00:00Z,NA,10.49,0.15,307,11.54,5,7.61,0.47,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-02-15T08:00:00Z,NA,11.73,0.08,185.7,11.47,2,7.56,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-03-16T08:00:00Z,NA,10.81,0.1,209.7,12.12,3.7,7.46,0.26,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-04-12T07:00:00Z,NA,10.93,0.07,160.5,10.76,3.8,7.38,0.258,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-05-10T07:00:00Z,NA,11.61,0.08,172.9,12.69,1.3,7.45,0.3,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-06-07T07:00:00Z,NA,10.58,0.11,228.8,13.45,0.64,7.46,0.047,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-07-12T07:00:00Z,NA,9.68,0.15,303.5,17.49,0.42,8.38,0.155,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-08-09T07:00:00Z,NA,11.23,0.21,413,15.92,0.7,7.84,0.182,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-09-06T07:00:00Z,NA,11.91,0.23,462.7,16.23,2.1,8.21,0.243,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-10-04T07:00:00Z,NA,10.37,0.18,365.6,15.17,1.4,7.89,0.223,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2005-11-01T08:00:00Z,NA,10.3,0.2,399.5,12.74,0.1,7.66,0.265,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-01-03T08:00:00Z,NA,10.79,0.05,122.7,11.7,138.4,7.27,1.06,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-01-31T08:00:00Z,NA,11.52,0.05,125.2,9.97,0.1,7.56,0.28,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-03-07T08:00:00Z,NA,10.95,0.05,115.8,11.09,31.3,7.42,0.45,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-04-04T07:00:00Z,NA,10.55,0.04,104.8,11.27,75,7.63,0.5,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-05-01T07:00:00Z,NA,10.3,0.07,160.9,12.12,1,7.17,0.083,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-05-31T07:00:00Z,NA,10.29,0.1,207.1,14.49,0.1,7.41,0.046,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-06-27T07:00:00Z,NA,9.38,0.16,332.6,15.05,0.9,7.2,0.067,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-07-25T07:00:00Z,NA,9.85,0.43,830.1,20.39,0.1,7.18,0.249,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-08-21T07:00:00Z,NA,9.76,0.21,422.7,16.12,0.1,7.33,0.245,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-09-25T07:00:00Z,NA,7.59,0.3,587.1,15.38,0.4,7.19,0.483,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-10-25T07:00:00Z,NA,8.99,0.43,824.5,14.68,0.1,7.8,0.549,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-11-13T08:00:00Z,NA,8.61,0.21,423.6,11.24,0.1,7.5,0.043,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2006-12-18T08:00:00Z,NA,9.55,0.36,693.6,8.12,0.2,7.55,0.317,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-01-16T08:00:00Z,NA,11.33,0.35,675.2,5.73,0.1,7.34,0.063,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-02-20T08:00:00Z,NA,10.03,0.21,429.1,11.31,0.1,7.53,0.46,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-03-20T07:00:00Z,NA,10.01,0.1,212.3,11.26,1,7.34,0.207,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-04-17T07:00:00Z,NA,10.25,0.1,222.2,14.79,0.1,7.4,0.083,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-05-14T07:00:00Z,NA,10.01,0.16,321.2,14.79,1.4,7.62,0.12,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-06-20T07:00:00Z,NA,8.54,0.17,340.2,17.78,0.1,7.45,0.311,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-07-09T07:00:00Z,NA,9.73,0.13,262.9,16.2,2.2,7.51,0.266,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-08-21T07:00:00Z,NA,9.78,0.22,434.7,21.4,3,7.86,0.15,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-09-18T07:00:00Z,NA,9.99,0.15,302.2,19.84,2,8.22,0.11,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-10-22T07:00:00Z,NA,10.02,0.12,250.9,14.26,0.1,7.43,0.21,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2007-11-26T08:00:00Z,NA,8.05,1.61,3016,10.41,0.1,7.16,0.56,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-01-07T08:00:00Z,NA,10.7,0.3,588.4,9.78,10.9,6.97,0.398,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-02-19T08:00:00Z,NA,11.09,0.09,188.9,9.69,0,7.44,0.23,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-03-17T07:00:00Z,NA,10.17,0.1,215.6,11.11,0,7.57,0.205,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-04-14T07:00:00Z,NA,11.27,0.12,252.2,13.37,0.1,7.76,0.064,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-05-12T07:00:00Z,NA,10.74,0.13,276.4,14.02,0,7.73,0.077,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-06-09T07:00:00Z,NA,10.24,0.35,681.3,17.51,0,7.88,0.198,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-07-14T07:00:00Z,NA,8.73,0.2,395.8,20.32,0,7.82,0.22,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-08-11T07:00:00Z,NA,10.76,0.21,425.5,18.23,0,8.32,0.19,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-09-17T07:00:00Z,NA,9.33,0.18,366.8,17.62,0,7.95,0.23,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-10-14T07:00:00Z,NA,11.84,0.19,379.1,13.07,3.8,7.81,0.15,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-11-04T08:00:00Z,NA,8.71,0.22,446.7,13.6,0,7.42,0.2,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2008-12-02T08:00:00Z,NA,8.96,1.12,2102,12.57,3.2,7.4,0.366,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-01-06T08:00:00Z,NA,9.7,0.37,711.4,9.27,0,7.76,0.182,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-02-04T08:00:00Z,NA,10.41,0.23,461.2,9.12,0,7.62,0.064,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-03-04T08:00:00Z,NA,10.24,0.06,139,10.42,6.6,7.72,0.34,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-04-01T07:00:00Z,NA,10.6,0.12,255.8,11.7,0,7.69,0.208,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-05-06T07:00:00Z,NA,9.75,0.16,328.6,14.67,2.8,7.59,0.1783,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-06-03T07:00:00Z,NA,11.05,0.25,485.3,15.32,0,7.85,0.162,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-07-09T07:00:00Z,NA,14.73,0.35,669.8,19,5.7,8.51,0.052,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-08-06T07:00:00Z,NA,9.42,0.3,577.9,19.62,0.9,7.82,0.24,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-09-08T07:00:00Z,NA,10.43,0.77,1457,19.06,4.3,7.53,0.067,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-10-07T07:00:00Z,NA,10.88,0.48,925.6,14.16,0,7.59,0.0096,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-11-09T08:00:00Z,NA,6.99,2.39,4374,12.18,0,7,0.34,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2009-12-08T08:00:00Z,NA,9.42,0.64,1218,7.06,0,6.98,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-01-12T08:00:00Z,NA,9.8,0.5,956.9,11.41,0,7.23,0.044,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-02-08T08:00:00Z,NA,11.03,0.14,288.7,11.4,5.3,7.13,0.6186,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-03-15T07:00:00Z,NA,11.19,0.09,197.4,10.32,0,7.5,0.1983,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-04-13T07:00:00Z,NA,11,0.07,166.6,10.99,0,7.6,0.27,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-05-12T07:00:00Z,NA,11.2,0.11,229.1,12.05,0,7.79,0.201,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-06-14T07:00:00Z,NA,10.16,0.1,214.2,15.73,0,7.8,1.438,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-07-13T07:00:00Z,NA,9.95,0.54,1035,17.47,0.2,7.66,0.184,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-08-09T07:00:00Z,NA,9.37,0.21,422.5,15.46,0,7.66,0.066,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-09-07T07:00:00Z,NA,8.85,0.19,377.7,15.68,0,7.62,0.042,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-10-05T07:00:00Z,NA,9.59,0.25,503,14.9,0,7.53,0,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-11-01T07:00:00Z,NA,10.98,0.46,875,14.3,3.7,7.57,0.22,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2010-12-07T08:00:00Z,NA,10.81,0.25,499,10.34,0,7.82,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-01-20T08:00:00Z,NA,10.56,0.08,184.5,9.41,1.9,7.39,0.24,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-02-16T08:00:00Z,NA,12.19,0.06,149.4,10.4,5.4,7.41,0.198,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-03-31T07:00:00Z,NA,10.18,0.06,135.5,13.63,11.2,7.42,0.22,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-04-27T07:00:00Z,NA,10.9,0.09,197.8,12.01,1.5,7.77,0.2218,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-05-25T07:00:00Z,NA,9.11,0.1,206.3,12.2,1.8,7.55,0.053,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-06-29T07:00:00Z,NA,11.09,0.08,172.8,13.68,7,7.51,0.06,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-07-27T07:00:00Z,NA,10.75,0.11,274.6,14.46,2,7.61,0.2,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-08-16T07:00:00Z,NA,11.25,0.13,263.1,17.89,1.5,7.96,0.0516,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-09-29T07:00:00Z,NA,8.03,0.2,407.8,15.64,0.6,7.41,0.086,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-10-26T07:00:00Z,NA,9.02,0.31,612.1,12.32,0.4,7.16,0.2462,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-11-16T08:00:00Z,NA,10.42,0.61,1159,11.44,1.3,6.98,0.1819,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304SCO,2011-12-13T08:00:00Z,NA,10.52,1.14,2296,10.18,0.4,6.96,0.0035,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
