"MasterID","SampleDate","Replicate","New_Lat","New_Long","PSA2","PSA6c","DevSet","SelectedSample","Nitrogen_Total_mgPerL","Phosphorus_as_P_mgPerL","Chlorophyll_a_mgPerm2","Ash_Free_Dry_Mass_mgPercm2","PCT_MAP","CSCI","ASCI_D","ASCI_H"
"205PS0173","6/20/2012",1,37.2389732,-121.88488,"Arid","CH","Cal","Selected",0.333,0.045,37,1.66,0,0.671973339,0.751688309,0.827551747
"205PS0173","6/20/2012",2,37.2389732,-121.88488,"Arid","CH","Cal","Selected",0.333,0.045,37,1.66,0,0.715548843,0.749988415,0.875515755
"205PS0202","5/22/2013",1,37.3455956,-122.0888769,"Arid","CH","Val","NotSelected",0.294,0.0392,21.1,0.216,20,0.778512179,0.85807821,1.036252455
"205PS0202","7/17/2013",1,37.3455956,-122.0888769,"Arid","CH","Val","Selected",0.389,0.0505,19,2.85,16,0.828229787,0.514762423,0.729573554
"205PS0234","5/22/2013",1,37.39338731,-121.8142016,"Arid","CH","Cal","Selected",0.794,0.0149,18.7,0.348,39,1.016755595,0.622644663,0.699714745
"206FC1339","5/29/2014",1,38.5973119,-122.5983847,"Arid","CH","Cal","Selected",0.248,0.0479,24.4,1.08,NA,0.454683939,0.625931475,0.701226547
"206FCA155","7/31/2013",1,38.0694568,-122.53237,"Arid","CH","Cal","Selected",0.274,0.0584,1.52,0,NA,0.176801084,1.062642305,1.058724203
"206PS0054","6/15/2009",1,37.9656965,-122.3133,"Arid","CH","Cal","Selected",0.637,0.452,0,1.801,9,0.436795008,0.655296738,0.482193948
"206PS0073","7/20/2010",1,38.0983137,-122.56697,"Arid","CH","Cal","Selected",1.79,0.638,150.52,9.788,37,0.1080869,0.626426426,0.563342547
"206PS0165","7/10/2012",1,38.5736,-122.56931,"Arid","CH","Cal","Selected",0.363,0.146,29.9,2.11,1,0.768122588,0.920438301,0.780502509
"206PS0230","6/5/2013",1,37.95974703,-122.2786716,"Arid","CH","Cal","Selected",0.46,0.573,3.08,1.02,1,0.313744103,0.650516954,0.596828186
"207PS0142","6/1/2011",1,37.9500284,-121.97295,"Arid","CH","Cal","Selected",0.538,0.028,23.29,0.825,90,0.415043994,0.697148341,0.647692774
"207PS0150","6/13/2012",1,37.8604875,-122.03364,"Arid","CH","Val","Selected",0.491,0.268,109,5.05,65,0.589856726,0.401685525,0.228786132
"207PS0150","6/13/2012",2,37.8604875,-122.03364,"Arid","CH","Val","Selected",0.491,0.268,109,5.05,65,0.589400763,0.415811906,0.267202496
"207PS0241","6/3/2013",1,38.29350337,-122.0228675,"Arid","CV","Cal","Selected",0.549,0.0717,13,6.17,10,0.358140198,0.754634814,0.557328733
"304PS0146","6/18/2012",1,36.9831855,-121.99481,"Arid","CH","Cal","Selected",0.914,0.739,8.02,1.27,2,0.699416288,0.550827324,0.492940204
"304PS0146","7/11/2012",1,36.9831855,-121.99481,"Arid","CH","Cal","NotSelected",0.565,0.438,10.1,6.4,2,0.510113544,0.722264262,0.549744255
"304PS0274","6/4/2014",1,37.04828006,-122.0667958,"Arid","CH","Cal","Selected",0.676,0.389,23.9,0.509,5,0.937392668,0.895125017,0.808031453
"305PS0057","6/16/2009",1,36.950522,-121.51143,"Arid","CH","Cal","Selected",8.6,0.56,19.19,16.622,2,0.496738186,0.61505414,0.623618889
"305PS0061","6/17/2009",1,37.082372,-121.60103,"Arid","CH","Cal","Selected",0.256,0.0385,7.62,2.028,50,0.569794042,0.70568192,0.884133475
"308PS0204","5/21/2013",1,36.26013902,-121.7941469,"Arid","CH","Val","Selected",0.0479,0.0111,7.26,0.242,9,1.146264809,0.800667016,0.829629095
"309PS0072","6/23/2010",1,36.1909652,-121.12805,"Arid","CH","Cal","Selected",0.555,0.142,2.82,0.465,1,0.661943919,0.521693523,0.558220264
"403S01784","6/9/2009",1,34.40253,-118.7466,"Arid","SC","Cal","Selected",2.51,0.53,250.87,6.512,27,0.734741882,0.517664056,0.743048523
"403S03320","6/8/2010",1,34.4,-118.7234,"Arid","SC","Val","Selected",7.66,2.81,40.91,2.688,0,0.656815269,0.420833188,0.555293054
"403S03832","6/8/2009",1,34.40175,-118.7846,"Arid","SC","Cal","Selected",0.406,0.0303,30.2,3.172,27,0.608166907,0.868480813,0.928875137
"403S04868","6/15/2011",1,34.4049151,-118.93944,"Arid","SC","Val","Selected",0.24,0.0152,5.32,1.713,82,1.014588001,0.961943649,1.048863015
"403S05247","6/1/2010",1,34.36931,-118.9874,"Arid","SC","Cal","Selected",0.418,0.0123,315.38,7.248,61,0.889105321,0.586391307,0.632528143
"403S11084","6/9/2010",1,34.42487,-118.5607,"Arid","SC","Cal","Selected",2.11,0.356,28.77,4.123,38,0.581119865,0.420219041,0.525497042
"403S14156","6/9/2009",1,34.42526,-118.5826,"Arid","SC","Cal","Selected",1.75,0.209,264.24,4.238,61,0.625164617,0.376546098,0.585474189
"403S16493","6/24/2013",1,34.68672,-118.8453,"Arid","SC","Val","Selected",0.152,0.0085,9.54,2.31,37,0.793020233,0.86218833,0.715203776
"403S16978","6/26/2013",1,34.42314,-118.7677,"Arid","SC","Cal","Selected",0.181,0.0191,21.1,3.12,40,0.96767386,0.857178965,0.896359506
"403S34646","6/25/2013",1,34.42556,-118.5662,"Arid","SC","Val","Selected",4.59,0.38,40.7,10.2,23,0.395576603,0.574925228,0.60997213
"403S39062","6/25/2013",1,34.43231,-118.6172,"Arid","SC","Cal","Selected",3.78,0.861,13.6,1.1,6,0.642843809,0.487290601,0.645968142
"404BA0808","6/3/2014",1,34.11396,-118.779,"Arid","SC","Val","Selected",0.273,0.0519,65.1,2.95,21,0.41950093,0.726259297,0.784516179
"404S00808","6/22/2010",1,34.11396,-118.779,"Arid","SC","Cal","Selected",0.28,0.0742,103.3,7.07,53,0.506318605,0.521218033,0.652327576
"404S02920","5/12/2009",1,34.17712,-118.7663,"Arid","SC","Cal","Selected",0.622,0.239,63.87,22.798,23,0.5356365,0.481228383,0.653950429
"404S03048","5/13/2009",1,34.1835,-118.7905,"Arid","SC","Cal","Selected",0.798,0.152,40.4,3.47,7,0.75709532,0.551748803,0.660989938
"404S05992","5/12/2009",1,34.15662,-118.7584,"Arid","SC","Val","Selected",0.87,0.163,14.04,3.485,3,0.562620231,0.548727555,0.696851276
"404S08040","5/12/2009",1,34.14396,-118.7554,"Arid","SC","Cal","Selected",10.5,1.18,22.63,1.89,45,0.387614799,0.657723285,0.766058385
"404S08616","5/13/2009",1,34.12134,-118.7911,"Arid","SC","Val","Selected",0.579,0.115,115.95,7.495,74,0.44438927,0.736932208,0.898264027
"404S08616","5/13/2009",2,34.12134,-118.7911,"Arid","SC","Val","Selected",0.579,0.115,115.95,7.495,74,0.374967528,0.444633209,0.632532667
"404S11880","6/7/2011",1,34.1252931,-118.70828,"Arid","SC","Cal","Selected",4.09,0.168,124.97,6.061,50,0.692743963,0.475577003,0.436906483
"404S11880","6/7/2011",2,34.1252931,-118.70828,"Arid","SC","Cal","Selected",4.09,0.168,124.97,6.061,50,0.768885794,0.462226911,0.483214793
"404S13416","6/8/2011",1,34.0987507,-118.71595,"Arid","SC","Cal","Selected",4.35,0.115,52.14,2.214,41,0.764655247,0.546592018,0.548922962
"404S13672","6/8/2011",1,34.0754009,-118.70292,"Arid","SC","Cal","Selected",0.824,0.067,348.76,8.768,89,0.748164922,0.468959386,0.556957898
"404S14952","6/15/2011",1,34.14268,-118.7009,"Arid","SC","Val","Selected",1.68,0.0896,218.72,12.518,42,0.487484882,0.606052921,0.667269099
"404S16232","6/9/2011",1,34.1254982,-118.75317,"Arid","SC","Val","Selected",0.497,0.0751,204.55,9.993,45,0.42408203,0.428250098,0.495603748
"404S16516","5/18/2009",1,34.12908,-118.7559,"Arid","SC","Cal","Selected",1.28,0.191,143.88,8.982,79,0.605647138,0.532728828,0.618760558
"404S17016","6/5/2013",1,34.11833,-118.7804,"Arid","SC","Val","Selected",0.245,0.0649,37.1,5.06,55,0.697627385,0.674603301,0.770638867
"404S17664","5/20/2009",1,34.14961,-118.698,"Arid","SC","Cal","Selected",0.816,0.512,93.15,8.792,20,0.545771725,0.575073337,0.75228825
"404S18250","6/5/2013",1,34.13227,-118.8205,"Arid","SC","Cal","Selected",0.656,0.0965,275,10.1,55,0.487120092,0.57097675,0.671918611
"404S18666","6/15/2011",1,34.1720681,-118.76375,"Arid","SC","Cal","Selected",0.718,0.144,100.76,4.935,55,0.536202197,0.677252393,0.605207343
"404S22464","5/19/2009",1,34.1262,-118.707,"Arid","SC","Cal","Selected",4.56,0.221,259.64,7.823,45,0.561981735,0.469250339,0.525425891
"404S24066","6/4/2013",1,34.16323,-118.7007,"Arid","SC","Cal","Selected",1.06,0.068,83.1,7.67,53,0.565253483,0.615235976,0.738067762
"404S25668","6/23/2010",1,34.12147,-118.7091,"Arid","SC","Cal","Selected",2.96,0.31,246.07,11.644,63,0.539516324,0.602732127,0.678762173
"404S25668","6/23/2010",2,34.12147,-118.7091,"Arid","SC","Cal","Selected",2.96,0.31,246.07,11.644,63,0.619827164,0.452990645,0.565294145
"404S26670","6/18/2012",1,34.1638541,-118.76204,"Arid","SC","Cal","Selected",0.94,0.0951,51.2,4.05,19,0.584969335,0.565103089,0.585021347
"404S26868","6/26/2012",1,34.0967506,-118.71737,"Arid","SC","Cal","Selected",5.08,0.113,136,3.41,77,0.74709911,0.48997477,0.513117269
"404S27470","6/19/2012",1,34.174452,-118.76389,"Arid","SC","Cal","Selected",0.295,0.117,27.2,6.65,4,0.472830278,0.765008956,0.76349951
"404S28068","6/20/2012",1,34.1393617,-118.70366,"Arid","SC","Cal","Selected",2.27,0.139,101,9.28,66,0.607287623,0.396801204,0.445404268
"404S28270","6/18/2012",1,34.1366826,-118.75723,"Arid","SC","Val","Selected",0.868,0.132,234,2.88,29,0.554775814,0.543922185,0.554554013
"404S31468","6/19/2012",1,34.1687397,-118.7616,"Arid","SC","Val","Selected",0.53,0.0481,67.6,5.73,78,0.407101454,0.676446045,0.930931369
"404S33670","6/19/2012",1,34.1582601,-118.70014,"Arid","SC","Cal","Selected",1.8,0.124,69.4,6.45,0,0.479851988,0.738551407,0.801128655
"404S34120","6/21/2012",1,34.1655975,-118.78917,"Arid","SC","Cal","Selected",0.804,0.163,50.5,10.3,28,0.583959145,0.767240576,0.785664154
"404S35270","6/20/2012",1,34.1332063,-118.70659,"Arid","SC","Cal","Selected",2.91,0.265,47.8,1.66,71,0.788037953,0.487721772,0.616208902
"404S37670","6/6/2013",1,34.14076,-118.7012,"Arid","SC","Val","Selected",1.33,0.35,63.8,3.22,65,0.506353481,0.450101556,0.471658122
"404S44210","6/20/2013",1,34.14301,-118.7578,"Arid","SC","Cal","Selected",0.457,0.0561,117,5.38,92,0.545731877,0.60389683,0.701813761
"404S44532","6/4/2013",1,34.12682,-118.7961,"Arid","SC","Cal","Selected",0.38,0.0982,22.1,1.74,20,0.594547928,1.016613887,1.0545795
"404S44642","6/4/2013",1,34.1687,-118.7031,"Arid","SC","Cal","Selected",0.582,0.253,77.9,8.65,59,0.60628887,0.454277354,0.668742235
"404S48200","6/18/2013",1,34.07766,-118.9238,"Arid","SC","Cal","Selected",0.118,0.0131,12.5,1.76,87,1.051438227,1.215375649,1.22784298
"408BA0036","6/2/2014",1,34.21497,-118.88,"Arid","SC","Cal","NotSelected",0.389,0.0804,39.8,18.5,36,0.502387548,0.622586731,0.623993227
"408BA0036","6/2/2014",2,34.21497,-118.88,"Arid","SC","Cal","NotSelected",0.389,0.0804,39.8,18.5,36,0.452865556,0.540899571,0.603828814
"408BA0836","6/4/2014",1,34.19019,-119.0056,"Arid","SC","Cal","Selected",6.61,1.98,104,8.09,28,0.548216371,0.560614676,0.667156872
"504FC1115","6/19/2014",1,39.98054,-121.9723,"Arid","CV","Val","Selected",0.124,0.021,27.3,0.909,NA,0.906643992,0.904525418,0.98641128
"504PS0238","7/29/2009",1,39.93883,-122.0665,"Arid","CV","Cal","Selected",0.2,0.0599,21.57,1.133,18,0.721335558,1.08405594,1.048028555
"504PS0243","6/9/2009",1,40.14091,-122.1407,"Arid","CV","Cal","Selected",0.192,0.0252,5.68,0.647,45,0.529240299,0.597847913,0.625517254
"504PS0295","7/5/2011",1,39.74772,-121.808,"Arid","CH","Cal","Selected",0.222,0.0159,8.08,0.188,31,0.917690586,0.866792358,1.002733964
"504PS0295","7/5/2011",2,39.74772,-121.808,"Arid","CH","Cal","Selected",0.222,0.0159,8.08,0.188,31,1.079246307,0.983710388,1.040863902
"504PS0371","7/7/2010",1,39.97115,-122.0811,"Arid","CV","Cal","Selected",0.34,0.038,151.82,6.34,60,0.603435869,0.702812938,0.625961483
"504PS0574","6/6/2013",1,39.89584,-121.9236,"Arid","CV","Val","Selected",0.0731,0.0133,33.1,1.1,47,0.840556655,0.796719072,0.914896784
"504PS0595","6/4/2013",1,39.75121,-122.1333,"Arid","CV","Cal","Selected",0.215,0,17.1,0.615,65,0.637461895,0.977282385,0.915625114
"505FC1275","7/31/2014",1,41.29989,-122.1188,"Arid","DM","Cal","Selected",0.034,0.0139,2.94,0.455,NA,0.659545565,0.828655105,0.925446711
"505PS1180","8/7/2013",1,41.2638,-121.9138,"Arid","DM","Cal","NotSelected",0.074,0.0132,3.4,0.311,0,0.88879793,0.62159194,0.790094206
"505PS1180","8/21/2013",1,41.2638,-121.9138,"Arid","DM","Cal","Selected",0.0412,0.0117,0.81,0.899,0,0.978391514,0.684168741,0.78751334
"507DCABSF","10/22/2014",1,40.44289,-121.7246,"Wet","SN","Cal","Selected",0,0.0125,9.05,0.628,NA,1.05831838,0.796450496,0.881235078
"507DCBLLB","10/22/2014",1,40.43882,-121.7771,"Wet","SN","Cal","Selected",0.0293,0.0217,30.7,0.814,NA,1.132102478,0.993568936,0.943952063
"507PS0286","7/13/2011",1,40.50044,-121.9328,"Arid","CH","Cal","Selected",0.288,0.02,2.71,0.938,0,1.010057326,0.767954093,0.842576127
"507RCABRS","10/21/2014",1,40.4532,-121.7537,"Wet","SN","Val","Selected",0.0449,0.0248,4.03,1.22,NA,0.959214754,0.684151596,0.679303475
"507RCBLPF","10/21/2014",1,40.45497,-121.8333,"Arid","CH","Val","Selected",0.101,0.025,12.3,0.314,NA,1.076793004,0.698233437,0.718565349
"508PS0618","6/3/2013",1,40.5195,-122.3719,"Arid","CH","Cal","Selected",0.238,0.0167,21.4,0.491,19,0.747383486,0.84698551,0.854381124
"511FC1357","7/28/2014",1,38.34677,-121.9,"Arid","CV","Cal","Selected",12,2.89,30.9,1,NA,0.252260058,0.744408582,0.60074154
"511PS0209","7/8/2009",1,38.38412,-121.9303,"Arid","CV","Cal","Selected",1.44,0.415,261.87,11.376,57,0.301073584,0.769971819,0.725004519
"511PS0401","9/23/2010",1,38.34036,-121.9707,"Arid","CV","Cal","Selected",1.76,0.0611,17.2,0.521,0,0.512685826,0.52255763,0.714829309
"511PS0401","9/23/2010",2,38.34036,-121.9707,"Arid","CV","Cal","Selected",1.76,0.0611,17.2,0.521,0,0.53190124,0.621943212,0.665918831
"511PS0657","5/19/2014",1,38.34777,-122.0031,"Arid","CV","Cal","Selected",0.235,0.0824,3.99,0.502,14,0.212422888,0.57509802,0.467046926
"514PS0351","7/16/2012",1,38.89288,-121.1442,"Arid","CH","Cal","Selected",0.219,0.0479,5.16,0.282,5,0.699541422,0.76970508,0.686365313
"515PS0410","9/7/2011",1,38.9858,-121.4818,"Arid","CV","Cal","Selected",0.104,0.0092,21.88,0.976,43,0.64834366,0.901176306,0.833146564
"515PS0490","6/14/2012",1,39.32002,-121.5194,"Arid","CV","Val","Selected",0.244,0.104,4.39,1.9,0,0.260482222,0.72684563,0.494288591
"515PS0622","6/10/2013",1,39.00534,-121.3994,"Arid","CV","Cal","Selected",0.242,0.0072,21.1,0.476,6,0.738161959,0.911450655,0.843648834
"516PS0543","8/7/2013",1,39.09776,-121.1108,"Arid","CH","Cal","Selected",0.147,0.0278,5.2,0.289,0,0.693870518,0.780177524,0.808074041
"517FC1248","6/17/2014",1,39.66106,-120.8893,"Wet","SN","Cal","Selected",0.0825,0.0184,3.74,0.53,NA,1.107596456,1.122885388,1.109013367
"517FCA222","7/10/2013",1,39.2998,-120.9693,"Wet","SN","Cal","Selected",0.0547,0.0109,5.56,0.227,NA,1.15261348,1.033862355,1.002258446
"517PS0078","9/19/2011",1,39.30153,-120.9985,"Wet","SN","Val","Selected",0.0525,0.0149,12.12,0.277,0,1.164630315,0.934981663,0.945792202
"518FC1350","7/29/2014",1,40.11089,-121.1254,"Wet","SN","Val","Selected",0.0791,0.0147,1.31,0.197,NA,0.745688519,0.685702183,0.574708432
"518FRM117","6/17/2013",1,39.86454,-120.7614,"Wet","SN","Cal","NotSelected",0.107,0.0162,4.59,0,65,0.992873125,1.166925294,1.132640429
"518FRM117","7/29/2013",1,39.86454,-120.7614,"Wet","SN","Cal","Selected",0.103,0.0132,26.8,0.942,51,0.850860729,0.869038151,0.831121074
"518SPC134","6/18/2013",1,39.68967,-120.512,"Wet","SN","Cal","Selected",0.0709,0.0157,4.29,0.413,30,1.12940569,0.835364311,0.84922388
"519PS0002","7/22/2009",1,38.65544,-121.3886,"Arid","CV","Cal","Selected",0.662,0.206,89.81,6.171,41,0.205830869,0.892009266,0.907553023
"519PS0002","8/5/2010",1,38.65544,-121.3886,"Arid","CV","Cal","NotSelected",0.642,0.195,153.57,8.324,43,0.21157247,0.88679118,0.831283782
"519PS0194","9/10/2009",1,38.70271,-121.4151,"Arid","CV","Cal","Selected",3.69,0.25,8.16,1.255,9,0.518997901,0.797292188,0.760945001
"519PS0253","7/23/2009",1,38.67909,-121.3283,"Arid","CV","Cal","Selected",0.761,0.327,24.53,3.494,1,0.267785426,0.858714379,0.667879375
"519PS0253","7/23/2009",2,38.67909,-121.3283,"Arid","CV","Cal","Selected",0.761,0.327,24.53,3.494,1,0.215615935,0.830140989,0.617133374
"519PS0290","7/28/2010",1,38.41687,-121.3636,"Arid","CV","Val","Selected",1.63,0.206,25.01,2.828,63,0.448128652,0.989849553,0.918183474
"519PS0305","7/21/2010",1,38.47793,-121.429,"Arid","CV","Val","Selected",0.978,0.977,5.02,5.346,15,0.303290945,1.057255546,0.963641024
"519PS0322","7/8/2010",1,38.71707,-121.2405,"Arid","CV","Cal","Selected",0.693,0.0119,46.97,2.939,0,0.573744791,0.471000264,0.479296263
"519PS0340","6/26/2012",1,38.75473,-121.2361,"Arid","CH","Val","Selected",0.326,0.126,24.6,3.53,1,0.631685101,0.745538325,0.555937364
"519PS0390","7/28/2010",1,38.48141,-121.4031,"Arid","CV","Cal","Selected",1.3,0.99,130.41,16.937,25,0.288443013,0.81084685,0.818108884
"519PS0402","9/28/2010",1,38.79861,-121.3479,"Arid","CV","Val","Selected",0.953,0.199,31.96,2.254,46,0.327440276,0.609138672,0.362012233
"519PS0402","9/28/2010",2,38.79861,-121.3479,"Arid","CV","Val","Selected",0.953,0.199,31.96,2.254,46,0.325096642,0.866619299,0.560913495
"519PS0449","9/6/2011",1,38.68529,-121.4415,"Arid","CV","Val","Selected",4.35,1.02,1.96,1.228,21,0.530244057,0.725708697,0.616836748
"519PS0449","9/6/2011",2,38.68529,-121.4415,"Arid","CV","Val","Selected",4.35,1.02,1.96,1.228,21,0.561891504,0.812480006,0.631415799
"519PS0450","7/18/2011",1,38.73314,-121.3947,"Arid","CV","Cal","Selected",2.08,0.525,4.51,0.299,1,0.54553833,0.769460588,0.535279672
"519PS0514","6/26/2012",1,38.73391,-121.2762,"Arid","CV","Cal","NotSelected",0.554,0.126,55.5,5.47,37,0.433729898,0.398900712,0.415300283
"519PS0514","7/30/2012",1,38.73391,-121.2762,"Arid","CV","Cal","Selected",0.531,0.158,17.7,0.297,36,0.387189997,0.510714005,0.536040179
"519PS0534","6/25/2012",1,38.60383,-121.4126,"Arid","CV","Val","Selected",0.718,0.148,22.9,7.27,5,0.448904268,0.588071595,0.449205579
"519PS0561","6/27/2012",1,38.45928,-121.4307,"Arid","CV","Cal","Selected",0.521,0.0406,96,3.54,55,0.283810979,0.789058729,0.783775893
"519PS0561","6/27/2012",2,38.45928,-121.4307,"Arid","CV","Cal","Selected",0.521,0.0406,96,3.54,55,0.232018062,1.040254661,0.842686705
"519PS0578","5/29/2013",1,38.77478,-121.2534,"Arid","CV","Val","Selected",0.461,0.0911,6.61,4.89,0,0.547199478,0.63765507,0.493169987
"519PS0578","5/29/2013",2,38.77478,-121.2534,"Arid","CV","Val","Selected",0.461,0.0911,6.61,4.89,0,0.620435185,0.597905455,0.404889754
"519PS0646","5/27/2014",1,38.51449,-121.4101,"Arid","CV","Cal","Selected",0.487,0.0667,10.2,1.02,38,0.4735749,0.820297836,0.65213748
"520PS0202","6/18/2009",1,39.40234,-122.1635,"Arid","CV","Cal","Selected",0.31,0.0956,2.98,1.405,21,0.525689481,0.730862213,0.474649522
"520PS0455","6/5/2013",1,39.70289,-121.7744,"Arid","CH","Cal","Selected",0.091,0.0119,4.06,0.548,3,0.849221974,0.896360424,0.908058027
"520PS0455","6/5/2013",2,39.70289,-121.7744,"Arid","CH","Cal","Selected",0.091,0.0119,4.06,0.548,3,0.75454511,0.851710436,0.799574236
"520PS0455","7/22/2013",1,39.70289,-121.7744,"Arid","CH","Cal","NotSelected",0.0653,0.0071,35.7,1.28,56,0.946909688,0.785291654,0.786189807
"521FCA170","8/13/2013",1,40.07812,-121.5604,"Wet","SN","Val","Selected",0,0.0189,4.96,0.53,NA,0.783542748,0.94140383,0.943877383
"526PS0472","9/1/2009",1,41.44634,-120.5053,"Arid","DM","Cal","Selected",0.811,0.122,5.77,10.732,11,0.555256216,0.73838061,0.766716233
"526PS0756","8/3/2010",1,41.19594,-120.9836,"Arid","DM","Cal","Selected",0.504,0.193,12.96,2.724,19,0.468349079,1.148232834,1.123833699
"526PS1496","8/19/2014",1,41.44724,-120.5109,"Arid","DM","Val","Selected",0.708,0.14,9.66,3.25,1,0.465900083,0.713293158,0.598364563
"531PS0169","6/11/2009",1,38.03111,-121.2168,"Arid","CV","Cal","Selected",0.23,0.0283,5.91,14.192,0,0.450505701,0.541866473,0.457017273
"531PS0169","7/6/2009",1,38.03111,-121.2168,"Arid","CV","Cal","NotSelected",0.271,0.0547,9.6,27.845,0,0.541321672,0.403401867,0.358383293
"531PS0365","9/16/2010",1,37.91395,-121.0709,"Arid","CV","Val","Selected",0.215,0.039,13.79,4.127,81,0.470328285,1.10886078,0.980579861
"531PS0365","9/16/2010",2,37.91395,-121.0709,"Arid","CV","Val","Selected",0.215,0.039,13.79,4.127,81,0.467656719,0.826323271,0.801458242
"531PS0381","7/12/2010",1,37.88114,-121.2492,"Arid","CV","Cal","Selected",1.01,0.521,0,4.64,0,0.551896764,0.913577369,0.950249312
"531PS0429","6/20/2011",1,37.8533,-121.1727,"Arid","CV","Cal","Selected",0.96,0.391,4.62,0.404,0,0.639419268,0.722855705,0.60150228
"531PS0573","6/28/2012",1,37.92999,-121.2347,"Arid","CV","Cal","Selected",1.34,0.164,24.6,0.472,0,0.471049484,0.759333181,0.704158989
"532FC1181","6/5/2014",1,38.73232,-120.4784,"Wet","SN","Cal","Selected",0.142,0.0166,4.25,0.379,NA,1.008739774,0.874474284,0.961757532
"532FC1271","7/10/2014",1,38.58012,-119.8887,"Wet","SN","Cal","Selected",0.0679,0.0223,12.2,0.606,NA,0.93341139,1.130320943,1.147986532
"532PS0062","9/8/2010",1,38.67913,-120.6666,"Wet","SN","Cal","Selected",0.136,0.0212,21.21,0.404,0,1.184353082,0.820814829,0.814639434
"532PS0062","9/8/2010",2,38.67913,-120.6666,"Wet","SN","Cal","Selected",0.136,0.0212,21.21,0.404,0,1.113293306,0.870796564,0.857788069
"532SFC142","6/19/2013",1,38.61334,-120.5613,"Wet","SN","Cal","Selected",0.0337,0.0043,8.88,0.485,0,1.128306287,0.982283851,0.962100299
"534DCC167","8/14/2013",1,38.44072,-120.0112,"Wet","SN","Val","Selected",0.174,0.0105,20.6,1.8,3,0.718301698,0.934648086,0.913728414
"535PS0191","7/14/2009",1,37.23392,-120.5194,"Arid","CV","Cal","Selected",1.12,0.302,7.16,6.352,0,0.216497299,0.587516277,0.45592267
"535PS0221","7/15/2009",1,37.63053,-120.9859,"Arid","CV","Cal","Selected",1.07,0.764,37.75,4.933,5,0.715061211,0.770523688,0.573412939
"535PS0431","6/22/2011",1,37.21215,-120.317,"Arid","CV","Cal","Selected",0.0591,0.0402,0,0.714,0,0.432457123,0.82555914,0.638715508
"535PS0477","6/7/2012",1,37.81922,-121.0648,"Arid","CV","Cal","Selected",0.834,0.446,2.07,4.02,0,0.490811136,0.877211967,0.759432573
"536TRC119","6/18/2013",1,38.11576,-120.0035,"Wet","SN","Val","Selected",0.0505,0.0094,9.77,1.36,7,1.141237904,0.879475132,0.995252632
"539PS0127","5/27/2013",1,37.42787,-119.6613,"Wet","SN","Cal","Selected",0.111,0.0121,6.59,0.395,7,0.893631123,1.10933252,1.204919033
"551PS0308","7/27/2010",1,36.72366,-119.4593,"Arid","CV","Cal","Selected",0.148,0.0122,10.79,0.635,0,0.809022185,0.812289478,0.958549153
"552MFC120","7/22/2013",1,36.78283,-119.0242,"Arid","CH","Cal","Selected",0.305,0.0458,7.52,3.57,2,0.835378301,0.822401677,0.80056193
"602FC1102","7/8/2014",1,37.89016,-118.7154,"Wet","SN","Cal","Selected",0.136,0.0157,4.55,0.606,NA,0.838018857,0.89734709,0.82989633
"603PS0137","8/13/2013",1,37.74787,-118.971,"Wet","SN","Cal","Selected",0.0703,0.0439,89.9,2.74,25,0.890965427,0.989020853,1.100391263
"603PS0720","8/19/2010",1,36.83146,-118.2214,"Wet","SN","Val","Selected",0.169,0.322,0,1.667,0,0.828964301,0.850318986,0.78730751
"628PS1307","5/21/2013",1,34.34423,-117.2268,"Arid","DM","Val","Selected",0.145,0.0168,14.9,2.51,15,1.20676638,0.840006532,0.787313749
"628PS1483","5/22/2013",1,34.51247,-117.2615,"Arid","DM","Val","Selected",1.77,0.0288,571,22.6,49,0.578735019,1.091064323,1.09339018
"631FC1099","7/9/2014",1,38.36417,-119.4448,"Wet","SN","Val","Selected",0.113,0.0164,6.68,0.53,NA,0.897993518,0.741366843,0.738212322
"633PS0142","6/30/2014",1,38.80733,-119.7778,"Wet","SN","Val","Selected",0.19,0.0338,78.8,3.12,16,0.463770008,0.89464319,0.846341622
"634PS0126","8/28/2013",1,38.8766,-119.984,"Wet","SN","Cal","Selected",0.0688,0.0264,9.36,3.63,3,0.96401856,0.820481467,0.768415945
"634PS0131","8/20/2013",1,38.82056,-120.0192,"Wet","SN","Cal","Selected",0.0831,0.0204,17.3,1.75,18,0.896950985,0.662171594,0.716450204
"635PS0118","9/3/2013",1,39.34775,-120.1223,"Wet","SN","Cal","Selected",0,0.0064,6.94,0.26,7,0.793013194,0.971760376,0.940239773
"635PS0146","9/3/2014",1,39.32332,-120.2281,"Wet","SN","Cal","Selected",0.087,0.0079,10.6,1.63,5,0.274702691,1.114927389,1.143742567
"637PS0130","8/27/2014",1,40.41807,-120.8535,"Wet","SN","Cal","Selected",0.111,0,18.4,0.351,39,1.115339765,1.12959397,1.094634572
"705PCCPCP","5/21/2013",1,34.16677,-116.5727,"Arid","DM","Cal","Selected",0.199,0.036,5.5,3.01,0,0.799644271,0.974550442,1.034021329
"719MISSCK","5/21/2013",1,34.00775,-116.6223,"Arid","DM","Cal","NotSelected",0.117,0.0046,26.3,4.18,71,0.936335829,1.107323244,1.121239792
"719NP7AZC","4/9/2014",1,33.85609,-116.8063,"Arid","DM","Cal","NotSelected",0.323,0.0389,2.06,0.498,20,0.939929029,0.901151686,0.945508581
